,index,text
50787,54187,@DeltaAssist redcoat asked what the problem was after I say down and he laughed about it
50792,54192,thanks @AlaskaAir &amp; TW Carrol for repairing my damaged bag.  #goodasnew #fingerscrossed
50797,54197,Thanks @VirginAmerica for letting me switch to an earlier flight at no charge! More family time in NYC!
50799,54199,Can't wait for the moodlit first cabin on @VirginAmerica #910 for a quick weekend in #Vegas #jackpot #howtofly
50805,54205,I may never live to see the day an @AmericanAir flight leaves on time.
50812,54213,@united Filed a report at EWR and got it back late last night. but the handling has to get better. Especially for elites. 2x in 1 week..._
50813,54214,@united where is mine and everyone elses bad from flight UA 81. Newark to Manchester. My reference number is 8132940. Please i need my bags!
50825,54226,Ooooohhh @Southwestair. you never disappoint. (with Dale at Atlanta) [vid] _ https://t.co/PA88KeGraX
50827,54229,@AmericanAir why are you in slow motion? We landed. Let us off the plane.
50831,54233,@DeltaAssist Yes. please send me info on how to file a formal complaint that a corrective action is taken .
50845,54247,Can't wait to fly with @united on Monday! #Pumped
50848,54250,@AlaskaAir Security was a breeze this morning.  But the line for  baggage drop?   That was insane!
50851,54253,@SouthwestAir any news on flight 357? BWI to MHT? Why delayed?
50853,54256,@AlaskaAir my buddy's been waiting for his bag for over 20 mins. What's the deal?
50859,54262,@JetBlue waited an hour to check in and no sign no employee and im the bad guy for being upset! Not flying them again.
50867,54270,Stuck in El Paso is really boring... Rescue us @SouthwestAir  #flightcanceled
50869,54272,I hate @SouthwestAir #ForeverDelayed
50873,54276,I've been waiting for my guest's luggage for more than 30mins HOU-EWR @united #longest baggage claim wait
50875,54278,Big thank you to the @AlaskaAir ground crew in Lewiston. Id. After my flight got cancelled they bought the passengers pizza. Pop. and snacks
50881,54284,Missed not 1 but 2 flights due to numerous mess ups by the idiots at @AmericanAir amazed at their stupidity #thanksfornothing #holidayruined
50882,54285,@united y'all fucked me yesterday and I missed a flight I'm flying southwest from now on done with your shit
50890,54293,@SouthwestAir SFO lines verrrrry long. any chance more agents can help check in? Folks will likely miss flights 
50896,54300,Their flt was cancelled &amp; they're stuck in Austin. I'm resorting to bribery to get them here in time. @SouthwestAir http://t.co/FTCuZXzdpw
50899,54303,So f'ing pissed @AmericanAir! Kid's supposed to come home from Costa Rica tonight. Flight out is so delayed she'll miss her DFW connection
50901,54305,@JetBlue real disappointment since we bought this new luggage specifically for this very special Xmas trip.
50903,54307,Didn't realize that a new thing was to leave bags on aisle seats to save them on @SouthwestAir #sonotcool
50906,54311,@AlaskaAir okay - we landed without problems - digiplayers must have been located :)
50918,54323,@AmericanAir AA1006 not clear why this is a safety issue. Sounds like you're too cheap to fly the mechanic to Mexico to sign the paper.
50924,54329,Is there a way to appeal an airline to not lose your frequent flier status for the following year due to pregnancy/maternity leave? @united
50926,54331,@SouthwestAir You have lost a customer.  I lost over 153.000 points.  What happened to no expiration?!  I won't fly SWA. Post 1 of 153.000
50927,54332,Fianc is missing 2 rings after checking her bags through @AmericanAir last time I fly with them.
50946,54353,Hey @united. when you're late and overbooked on holidays. have crew tell people w/out connections to wait for us to disembark. #Furious
50957,54364,@JetBlue If SFO to Providence a seasonal flight? No flights are popping up... Just wanna meet my best friend yo :(
50960,54367,Plenty of us tweet when we are annoyed by poor service so I have to give a shout out to @AlaskaAir. They are awesome to deal with.
50974,54382,@AmericanAir lost Kindle on AA1558  ord to cun? First Class. What do I do?
50979,54388,@JetBlue terminal at #JFKInternationalAirport is so incredible it makes you wish for a delay. Off to #SantaFe
50987,54396,And @united is just as bad. 32-character password is completely gutted when you still also force users to have a 4-digit pin.
50994,54403,Plane broke. connections missed. @AmericanAir is passing out granola bars. This isn't fucking kindergarten. Bring on the whiskey.
50997,54406,First time not flying @SouthwestAir in a long time.. Also my first delay in a loooong time... #bahhumbug #JustGetMeThere
51007,54418,Psa - @SouthwestAir does not issue credit anymore unless you cancel your flight. Bye $300! #annoying
51010,54421,@AmericanAir every time I fly with you guys there's ALWAYS an issue
51022,54434,Couldn't use the boardroom at seatac cause they said my first class seat was an upgrade and Not paid in full price. Not cool @AlaskaAir
51030,54442,@SouthwestAir my flight was supposed to leave at 2:55.
51033,54445,I'm 99% sure that I've never in my life departed JFK with an on time departure @JetBlue :(
51041,54454,At Baggage Claim Waiting On @AmericanAir http://t.co/dZBat9V3Ic
51045,54458,@JetBlue yall saved my ass tonight. Delta closed there gate a full 15 min before the flight. Missed it and yall got me home tonight. __
51053,54466,@JetBlue No problem  Merry Christmas and Happy Holidays!
51063,54478,Ack! So smart. RT @JetBlue: Headed for the beach? For just $2 a day. leave your winter coat behind w Coat Chex at JFK Terminal 5. #TravelTip
51072,54494,@AmericanAir where is the plane for flight 38? Allegedly on way from a hangar? 90m late so far
51073,54495,.@DeltaAssist I'm having serious issue. Follow me so we can discuss.
51074,54496,@AlaskaAir Thank you. Please do pass it on. it's really happening every time I'm on flight 730. Very frustrating!
51075,54497,@VirginAmerica how do I file a complaint
51092,54514,Flew to the US with @AmericanAir because I've missed being treated like an inconvenience.
51093,54515,New airline revenue stream: Coat Lockers? MT @JetBlue For just $2 a day. leave your winter coat behind with Coat Chex http://t.co/t8qhovYFXL
51095,54517,@AlaskaAir so row 6 has no underseat storage and no longer boards first. How does that make sense???
51100,54522,"This is genius. ""@JetBlue: Headed for the beach? For just $2 a day. leave your winter coat behind with Coat Chex at JFK Terminal 5"""
51104,54526,brilliant. MT _@JetBlue: Going to the beach? For just $2 a day. leave your winter coat behind with Coat Chex at JFK http://t.co/tAyy9Qnbhw_
51106,54528,Genius! RT @JetBlue: Headed for the beach? For just $2 a day. leave your winter coat behind with Coat Chex at JFK Terminal 5. #TravelTip
51116,54539,@AlaskaAir You MOTHERFUCKERS!! I'm Stuck in LAX until goddamn noon TOMORROW BECAUSE YOU BOOK ME ON DELTA AND I MISS THE LAST FLIGHT HOME.
51140,54564,@SouthwestAir as a disabled flyer. I have much_for SWA! U make travel much less stressful for me&amp; those w/me! Bless you for the small things
51143,54567,Thank god I flew @VirginAmerica and didn't miss the end of that game. #BoltUp
51145,54570,brilliant RT @JetBlue: Headed for the beach? For $2/day. leave your coat behind w/ Coat Chex at JFK. #TravelTip http://t.co/0GBjztsFRK
51156,54582,@DeltaAssist the last organization I wanted to see fail more than yours was al-qaeda
51165,54593,@JetBlue Its annoying that the automated while-u-wait greeting tells me I can cancel flight via website. Website directed me to phone :/
51166,54595,@AmericanAir why do you always mess up my flights?
51184,54614,"@DeltaAssist waiting for call back from the ""wait line"". Not sure why cancellation &amp; worried about rebook. Few inbound options to hometown."
51197,54628,first the airport port workers give me attitude.. Then I get the broken tv.. Lets see how my plane ride goes... #Jetblue @JetBlue
51202,54635,for the 2nd consecutive trip on @JetBlue my bag arrived without its TSA lock. hoping nothing is missing since it was open when i got it.
51203,54636,@united zero compassion airline UA474 MEX made my poor mom wait 1 hr for check-in while wheelchair-bound and feeling queasy. #neveragain
51204,54637,No airline like @JetBlue .... I miss u guys :(((
51215,54649,In conclusion. platinum status on @AmericanAir has been a near-complete waste of time and money.
51231,54667,Having my flight cancelled 5 minutes before i was supposed to board is just great @SouthwestAir
51237,54673,Never mind the stork--@SouthwestAir delivered this bundle of joy: http://t.co/KWxoExQPhb
51240,54679,In my many years of flying @SouthwestAir . this is my first negative experience.  #lostbaggage #holidaytravel
51241,54680,@DeltaAssist Matthew Lea Atlanta to LHR on 22:00 flight. Thurs 18 Dec - the only indication of issue was odd security check msg in the a.m
51253,54693,@SouthwestAir you guys didn't offer me any peanuts  I'm kinda sad now
51254,54694,@AmericanAir my boyfriend has to wait a WHOLE day because there wasnt more space on the plane.. Really!? You should have check that
51255,54695,@DeltaAssist 1847 to Atlanta. Think I'll miss my connection.
51264,54704,You can always count on having a terrible time checking in with @united
51271,54712,@DeltaAssist please staff up lax. Everyone is missing their holiday flights. Maybe me
51287,54728,@VirginAmerica I purchased a song on itunes (through the link on virgin america) to keep my points active but the points never showed up.
51288,54729,CRJ is over-weight and they're pulling 4 people off. Way to go @united ... how do you screw this up in optimal density-altitude conditions?
51289,54730,@deltaAssist Angela Gallen hoping to receive information about delayed baggage claim TODAY
51292,54733,There is always some sort of problem when I fly @united ....
51297,54738,Puppies at the airport?! I will not be mollified. I am still mad at you @united http://t.co/h2Zn8v3vH0
51299,54740,Waiting to board my flight to Orlando from Newark with @JetBlue things have been smooth so far. Thank you Jetblue! http://t.co/QRD56u9bAP
51300,54741,@DeltaAssist first the crew delayed the flt. Then the door is frozen shut. Now I've missed both connections! And a snow storm is coming!!
51303,54744,Not trying to complain...but Jesus @SouthwestAir I've flown you all year and NOW you decide to be a crappy airline?
51313,54754,Broke down 5 miles from @AmericanAir need help!!
51316,54757,Traveling TSa approved thru Newark airport @united is a breeze! Can't wait to see that LA sunshine!!
